Resturant id,Wine Name,Wine Type,Wine Price,Company Name,Location,Tasting Score,Opening Time,Closing Time
976,Adelaida,White,69.77,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",86.3,07:30,18:00
977,Saxum,Fortified,69.43,G2 Vineyard,"California,USA",94.2,07:00,20:30
978,Ledge Vineyards,Sparkling,21.1,Estate Grenache Blend,"California,USA",83.8,07:30,21:00
979,J Dusi,Red,90.01,Paper Street Zinfandel,"California,USA",87.8,07:30,19:00
980,Turley,Fortified,16.91,Pesenti Vineyard Zinfandel,"California,USA",96.5,08:30,19:00
981,LXV,Red,43.87,Meso Cabernet Sauvignon,"California,USA",98.7,09:00,18:00
982,Tablas Creek,White,51.41,Esprit de Tablas,"California,USA",89.6,08:30,18:00
983,J Lohr,Rosé,89.29,Cuvée St. E,"California,USA",81.2,09:00,21:00
984,Daou,Rosé,99.91,Soul of a Lion,"California,USA",85.2,07:00,19:00
985,Saxum,Fortified,45.36,James Berry Vineyard Red,"California,USA",97.3,07:00,17:00
986,Giornata,White,86.77,Fiano,"California,USA",96.0,08:30,18:00
987,Tablas Creek,Fortified,12.46,Patelin de Tablas,"California,USA",89.7,07:30,19:00
988,Caliza,Dessert,64.34,Kän-krēt Grenache,"California,USA",100.0,07:00,19:00
989,Patrimony,Rosé,67.92,Cabernet Sauvignon,"California,USA",90.0,08:30,20:30
990,L'Aventure,Rosé,12.08,Estate Reserve,"California,USA",89.3,08:00,19:00
991,Adelaida,Fortified,56.77,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",81.2,08:00,19:00
992,Saxum,Fortified,95.79,G2 Vineyard,"California,USA",82.1,08:30,17:00
993,Ledge Vineyards,Red,30.72,Estate Grenache Blend,"California,USA",96.6,09:00,20:30
994,J Dusi,Sparkling,74.71,Paper Street Zinfandel,"California,USA",98.0,09:00,19:00
995,Turley,Sparkling,54.75,Pesenti Vineyard Zinfandel,"California,USA",99.9,07:00,21:00
996,LXV,Fortified,15.25,Meso Cabernet Sauvignon,"California,USA",80.6,07:30,19:00
997,Tablas Creek,Red,49.27,Esprit de Tablas,"California,USA",93.1,08:00,17:00
998,J Lohr,Fortified,61.86,Cuvée St. E,"California,USA",89.9,07:00,21:00
999,Daou,Sparkling,64.24,Soul of a Lion,"California,USA",80.3,08:30,18:00
1000,Saxum,Dessert,32.7,James Berry Vineyard Red,"California,USA",91.9,07:00,19:00
1001,Giornata,Red,38.61,Fiano,"California,USA",95.4,08:00,21:00
1002,Tablas Creek,Dessert,76.83,Patelin de Tablas,"California,USA",94.4,07:00,17:00
1003,Caliza,Rosé,95.91,Kän-krēt Grenache,"California,USA",92.2,07:00,21:00
1004,Patrimony,Red,61.62,Cabernet Sauvignon,"California,USA",93.2,07:30,18:00
1005,L'Aventure,Rosé,66.29,Estate Reserve,"California,USA",92.4,07:30,20:30
1006,Adelaida,Fortified,19.85,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",86.8,08:30,17:00
1007,Saxum,Sparkling,40.92,G2 Vineyard,"California,USA",82.9,09:00,20:30
1008,Ledge Vineyards,Dessert,48.54,Estate Grenache Blend,"California,USA",80.7,07:30,20:30
1009,J Dusi,Red,51.53,Paper Street Zinfandel,"California,USA",84.6,09:00,20:30
1010,Turley,Red,78.17,Pesenti Vineyard Zinfandel,"California,USA",87.5,08:30,21:00
1011,LXV,Red,54.66,Meso Cabernet Sauvignon,"California,USA",94.9,07:30,21:00
1012,Tablas Creek,Sparkling,43.17,Esprit de Tablas,"California,USA",90.7,07:30,18:00
1013,J Lohr,Sparkling,78.33,Cuvée St. E,"California,USA",84.8,08:00,19:00
1014,Daou,White,63.07,Soul of a Lion,"California,USA",96.2,08:30,20:30
1015,Saxum,White,58.84,James Berry Vineyard Red,"California,USA",87.8,08:00,17:00
1016,Giornata,Rosé,74.12,Fiano,"California,USA",80.4,09:00,18:00
1017,Tablas Creek,Sparkling,35.7,Patelin de Tablas,"California,USA",92.7,07:00,17:00
1018,Caliza,Dessert,61.8,Kän-krēt Grenache,"California,USA",81.9,08:00,21:00
1019,Patrimony,Dessert,85.96,Cabernet Sauvignon,"California,USA",96.3,08:30,20:30
1020,L'Aventure,White,23.45,Estate Reserve,"California,USA",89.3,09:00,20:30
1021,Adelaida,White,72.81,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",80.3,08:00,17:00
1022,Saxum,Fortified,61.52,G2 Vineyard,"California,USA",84.5,07:00,17:00
1023,Ledge Vineyards,Rosé,90.38,Estate Grenache Blend,"California,USA",86.8,07:30,20:30
1024,J Dusi,Sparkling,61.48,Paper Street Zinfandel,"California,USA",83.5,07:30,19:00
1025,Turley,Sparkling,65.78,Pesenti Vineyard Zinfandel,"California,USA",84.7,07:00,20:30
1026,LXV,Rosé,79.88,Meso Cabernet Sauvignon,"California,USA",90.2,08:30,21:00
1027,Tablas Creek,Fortified,65.17,Esprit de Tablas,"California,USA",99.8,08:30,20:30
1028,J Lohr,Fortified,59.83,Cuvée St. E,"California,USA",86.2,07:30,18:00
1029,Daou,Red,97.67,Soul of a Lion,"California,USA",88.8,08:30,18:00
1030,Saxum,Red,42.34,James Berry Vineyard Red,"California,USA",80.5,07:30,20:30
1031,Giornata,Fortified,30.93,Fiano,"California,USA",93.0,09:00,17:00
1032,Tablas Creek,White,94.54,Patelin de Tablas,"California,USA",85.9,08:00,17:00
1033,Caliza,Red,28.42,Kän-krēt Grenache,"California,USA",92.0,07:30,19:00
1034,Patrimony,Sparkling,98.51,Cabernet Sauvignon,"California,USA",94.2,08:30,19:00
1035,L'Aventure,Fortified,74.78,Estate Reserve,"California,USA",85.1,09:00,19:00
1036,Adelaida,Dessert,74.63,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",87.9,07:30,20:30
1037,Saxum,Rosé,91.97,G2 Vineyard,"California,USA",83.7,08:30,19:00
1038,Ledge Vineyards,White,26.34,Estate Grenache Blend,"California,USA",89.5,08:30,19:00
1039,J Dusi,Dessert,76.6,Paper Street Zinfandel,"California,USA",84.1,09:00,20:30
1040,Turley,Dessert,95.58,Pesenti Vineyard Zinfandel,"California,USA",98.8,07:00,17:00
1041,LXV,Dessert,96.14,Meso Cabernet Sauvignon,"California,USA",99.0,08:00,20:30
1042,Tablas Creek,White,78.34,Esprit de Tablas,"California,USA",98.6,09:00,18:00
1043,J Lohr,Fortified,82.38,Cuvée St. E,"California,USA",81.9,08:00,18:00
1044,Daou,Sparkling,24.1,Soul of a Lion,"California,USA",80.5,08:00,20:30
1045,Saxum,Rosé,26.31,James Berry Vineyard Red,"California,USA",97.6,08:00,19:00
1046,Giornata,Rosé,23.42,Fiano,"California,USA",96.5,07:30,18:00
1047,Tablas Creek,Dessert,87.58,Patelin de Tablas,"California,USA",86.1,08:00,17:00
1048,Caliza,Fortified,71.32,Kän-krēt Grenache,"California,USA",93.8,07:30,19:00
1049,Patrimony,Red,58.76,Cabernet Sauvignon,"California,USA",81.8,08:30,17:00
1050,L'Aventure,Dessert,24.98,Estate Reserve,"California,USA",83.4,07:30,18:00
1051,Adelaida,Fortified,34.69,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",92.3,07:00,21:00
1052,Saxum,White,14.14,G2 Vineyard,"California,USA",99.2,07:30,19:00
1053,Ledge Vineyards,White,35.81,Estate Grenache Blend,"California,USA",95.4,07:00,20:30
1054,J Dusi,Dessert,45.68,Paper Street Zinfandel,"California,USA",97.9,07:30,17:00
1055,Turley,Dessert,27.35,Pesenti Vineyard Zinfandel,"California,USA",95.3,09:00,18:00
1056,LXV,Dessert,46.23,Meso Cabernet Sauvignon,"California,USA",96.1,07:00,20:30
1057,Tablas Creek,Fortified,19.92,Esprit de Tablas,"California,USA",99.1,07:00,20:30
1058,J Lohr,Red,27.02,Cuvée St. E,"California,USA",94.9,07:30,17:00
1059,Daou,White,25.41,Soul of a Lion,"California,USA",82.6,08:30,17:00
1060,Saxum,Fortified,36.75,James Berry Vineyard Red,"California,USA",85.1,09:00,18:00
1061,Giornata,Sparkling,96.21,Fiano,"California,USA",89.3,08:00,19:00
1062,Tablas Creek,Red,63.81,Patelin de Tablas,"California,USA",86.4,08:30,21:00
1063,Caliza,Rosé,36.77,Kän-krēt Grenache,"California,USA",92.7,07:30,17:00
1064,Patrimony,Fortified,73.22,Cabernet Sauvignon,"California,USA",99.5,08:30,19:00
1065,L'Aventure,Rosé,32.44,Estate Reserve,"California,USA",81.0,08:00,20:30
1066,Adelaida,Fortified,75.65,Signature Viking Estate Vineyard Cabernet Franc,"California,USA",90.6,08:00,17:00
1067,Saxum,Sparkling,51.05,G2 Vineyard,"California,USA",86.6,08:00,17:00
1068,Ledge Vineyards,Red,75.83,Estate Grenache Blend,"California,USA",97.3,07:30,17:00
1069,J Dusi,Rosé,20.66,Paper Street Zinfandel,"California,USA",84.9,07:00,21:00
1070,Turley,Sparkling,68.34,Pesenti Vineyard Zinfandel,"California,USA",93.2,09:00,21:00
1071,LXV,White,98.99,Meso Cabernet Sauvignon,"California,USA",88.9,07:00,21:00
1072,Tablas Creek,Sparkling,43.2,Esprit de Tablas,"California,USA",88.6,08:30,21:00
1073,J Lohr,White,24.32,Cuvée St. E,"California,USA",98.1,08:00,18:00
1074,Daou,White,87.6,Soul of a Lion,"California,USA",93.0,07:00,19:00
1075,Saxum,Rosé,85.9,James Berry Vineyard Red,"California,USA",96.1,07:00,18:00
1076,Giornata,White,20.04,Fiano,"California,USA",87.9,07:30,17:00
1077,Tablas Creek,Fortified,19.48,Patelin de Tablas,"California,USA",80.6,07:30,20:30
