Resturant_id,Wine_Name,Wine_Type,Wine_Price,Company_Name,Location,Tasting_Score,normalised_demand,Owner_demand,auction_restaurant_id,auction_wine_name,auction_company_name,auction_normalised_demand,wine_price_rands,city,country,wine_price_rands_flag,taste_score_flag,auction_restaurant_flag,auction_wine_flag,auction_company_flag,wine_price_category,taste_category,auction_restaurant_category,auction_wine_category,auction_company_category,demand_flag
675,Kendall Jackson,Sparkling,19.92,Vintner's Reserve Merlot,"California,USA",83.6,0.836,1,675.0,Daou,Soul of a Lion,1.0,367.72,California,USA,R0-R500,80-90,1,1,1,Cheap,Premium,participated,participated,participated,Normal demand
676,Billecart-Salmon,Red,86.75,Louis Salmon Blanc de Blancs,"Champagne,France",95.0,0.95,3,nan,nan,nan,nan,1601.41,Champagne,France,R1500-R2000,90-100,0,0,0,Expensive,Exceptional,no participation,no participation,no participation,Normal demand
677,Ornellaia,White,93.44,Bianco,"Tuscany,Italy",97.4,0.974,3,677.0,Daou,Soul of a Lion,1.0,1724.9,Tuscany,Italy,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
677,Ornellaia,White,93.44,Bianco,"Tuscany,Italy",97.4,0.974,3,677.0,LXV,Meso Cabernet Sauvignon,1.0,1724.9,Tuscany,Italy,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
677,Ornellaia,White,93.44,Bianco,"Tuscany,Italy",97.4,0.974,3,677.0,Tablas Creek,Patelin de Tablas,1.0,1724.9,Tuscany,Italy,R1500-R2000,90-100,1,1,1,Expensive,Exceptional,participated,participated,participated,high demand
678,Billecart-Salmon,White,73.91,Blanc de Blancs Grand Cru,"Champagne,France",96.9,0.969,1,678.0,Daou,Soul of a Lion,1.0,1364.38,Champagne,France,R1000-R1500,90-100,1,1,1,Moderate,Exceptional,participated,participated,participated,Normal demand
679,Billecart-Salmon,Fortified,46.95,Brut Rosé,"Champagne,France",89.1,0.8909999999999999,3,nan,nan,nan,nan,866.7,Champagne,France,R500-R1000,80-90,0,0,0,Affordable,Premium,no participation,no participation,no participation,Normal demand
680,Vignalta,Rosé,98.47,Alpianae Passito,"Veneto,Italy",82.2,0.8220000000000001,5,680.0,L'Aventure,Estate Reserve,0.8390000000000001,1817.76,Veneto,Italy,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
680,Vignalta,Rosé,98.47,Alpianae Passito,"Veneto,Italy",82.2,0.8220000000000001,5,680.0,Patrimony,Cabernet Sauvignon,0.8140000000000001,1817.76,Veneto,Italy,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
680,Vignalta,Rosé,98.47,Alpianae Passito,"Veneto,Italy",82.2,0.8220000000000001,5,680.0,Caliza,Kän-krēt Grenache,0.922,1817.76,Veneto,Italy,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
680,Vignalta,Rosé,98.47,Alpianae Passito,"Veneto,Italy",82.2,0.8220000000000001,5,680.0,Giornata,Fiano,0.8220000000000001,1817.76,Veneto,Italy,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
680,Vignalta,Rosé,98.47,Alpianae Passito,"Veneto,Italy",82.2,0.8220000000000001,5,680.0,LXV,Meso Cabernet Sauvignon,0.81,1817.76,Veneto,Italy,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
680,Vignalta,Rosé,98.47,Alpianae Passito,"Veneto,Italy",82.2,0.8220000000000001,5,680.0,Daou,Soul of a Lion,0.8140000000000001,1817.76,Veneto,Italy,R1500-R2000,80-90,1,1,1,Expensive,Premium,participated,participated,participated,high demand
681,Velenosi,White,24.06,Rêve Pecorino,"Le Marche,Italy",97.2,0.972,2,681.0,Daou,Soul of a Lion,1.0,444.15,Le Marche,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
681,Velenosi,White,24.06,Rêve Pecorino,"Le Marche,Italy",97.2,0.972,2,681.0,LXV,Meso Cabernet Sauvignon,1.0,444.15,Le Marche,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
682,Marisa Cuomo,Rosé,79.28,Fiorduva,"Campania,Italy",82.0,0.82,3,682.0,Daou,Soul of a Lion,1.0,1463.51,Campania,Italy,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
682,Marisa Cuomo,Rosé,79.28,Fiorduva,"Campania,Italy",82.0,0.82,3,682.0,LXV,Meso Cabernet Sauvignon,1.0,1463.51,Campania,Italy,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
682,Marisa Cuomo,Rosé,79.28,Fiorduva,"Campania,Italy",82.0,0.82,3,682.0,Tablas Creek,Patelin de Tablas,1.0,1463.51,Campania,Italy,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
683,Corte Sermana,White,20.39,Sermana Riserva,"Veneto,Italy",97.2,0.972,4,683.0,Ledge Vineyards,Estate Grenache Blend,0.8059999999999999,376.4,Veneto,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
683,Corte Sermana,White,20.39,Sermana Riserva,"Veneto,Italy",97.2,0.972,4,683.0,L'Aventure,Estate Reserve,0.8079999999999999,376.4,Veneto,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
683,Corte Sermana,White,20.39,Sermana Riserva,"Veneto,Italy",97.2,0.972,4,683.0,Ledge Vineyards,Estate Grenache Blend,0.8029999999999999,376.4,Veneto,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
683,Corte Sermana,White,20.39,Sermana Riserva,"Veneto,Italy",97.2,0.972,4,683.0,Patrimony,Cabernet Sauvignon,0.802,376.4,Veneto,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
683,Corte Sermana,White,20.39,Sermana Riserva,"Veneto,Italy",97.2,0.972,4,683.0,Saxum,James Berry Vineyard Red,0.802,376.4,Veneto,Italy,R0-R500,90-100,1,1,1,Cheap,Exceptional,participated,participated,participated,Normal demand
684,Abbazia di Novacella,Dessert,48.67,Praepositus Kerner,"Trentino-Alto Adige,Italy",99.5,0.995,2,684.0,Daou,Soul of a Lion,1.0,898.45,Trentino-Alto Adige,Italy,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
684,Abbazia di Novacella,Dessert,48.67,Praepositus Kerner,"Trentino-Alto Adige,Italy",99.5,0.995,2,684.0,LXV,Meso Cabernet Sauvignon,1.0,898.45,Trentino-Alto Adige,Italy,R500-R1000,90-100,1,1,1,Affordable,Exceptional,participated,participated,participated,Normal demand
685,Tenute Lunelli,Rosé,65.57,Carapace,"Umbria,Italy",86.2,0.862,2,685.0,Daou,Soul of a Lion,1.0,1210.42,Umbria,Italy,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
685,Tenute Lunelli,Rosé,65.57,Carapace,"Umbria,Italy",86.2,0.862,2,685.0,LXV,Meso Cabernet Sauvignon,1.0,1210.42,Umbria,Italy,R1000-R1500,80-90,1,1,1,Moderate,Premium,participated,participated,participated,medium demand
686,Badia A Coltibuono,Fortified,76.01,Montebello,"Tuscany,Italy",80.6,0.8059999999999999,4,nan,nan,nan,nan,1403.14,Tuscany,Italy,R1000-R1500,80-90,0,0,0,Moderate,Premium,no participation,no participation,no participation,low demand
687,Wilhelm Walch,Rosé,22.36,Lagrein,"Trentino-Alto Adige,Italy",83.8,0.838,3,nan,nan,nan,nan,412.77,Trentino-Alto Adige,Italy,R0-R500,80-90,0,0,0,Cheap,Premium,no participation,no participation,no participation,Normal demand
688,Sandonna di Patrizia Giuliani,Rosé,92.95,Bonadea,"Umbria,Italy",92.6,0.926,4,nan,nan,nan,nan,1715.86,Umbria,Italy,R1500-R2000,90-100,0,0,0,Expensive,Exceptional,no participation,no participation,no participation,Normal demand
